,standard_smiles,source,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
59,CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,toxic,37.6,35.358024691358025,38.75,39.58730158730159,32.77777777777778,34.75555555555555,41.388888888888886,44.22222222222222,34.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Clc1cc(Cl)cc(-c2c(Cl)ccc(Cl)c2Cl)c1,toxic,180.22222222222223,84.8076923076923,127.0,117.57894736842105,110.16666666666667,103.33333333333333,94.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,O=C(O)CCCC(=O)C(=O)O,toxic,117.17241379310344,118.34210526315789,139.0625,167.33333333333334,152.1875,155.55555555555554,193.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)Cc1[nH]c(c(C)c1C=C)C2,toxic,108.48684210526316,116.80373831775701,93.83453237410072,94.42045454545455,73.32065217391305,117.25405405405405,89.97674418604652,92.95824175824175,82.13243243243244,106.93906810035843,101.61142857142858,92.78571428571429,88.46666666666667,127.55555555555556,113.18181818181819,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,NC(N)=S,toxic,89.55555555555556,115.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,toxic,161.11475409836066,121.97647058823529,140.29464285714286,133.0095238095238,124.0673076923077,138.19101123595505,147.6986301369863,117.06451612903226,67.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Brc1cc(-c2c(Br)c(Br)cc(Br)c2Br)c(Br)c(Br)c1Br,toxic,209.55555555555554,107.0,160.9655172413793,138.94736842105263,143.0,124.29166666666667,118.75,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,toxic,39.61194029850746,36.22764227642276,40.5,50.19047619047619,70.18367346938776,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Clc1cc(Cl)c2c(oc3ccc(Cl)c(Cl)c32)c1Cl,toxic,175.35135135135135,83.67857142857143,124.75409836065573,122.52380952380952,97.5,100.2,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,C/C(=C\C=C/C(C)C(=O)O)C1CNC(C(=O)O)C1CC(=O)O,toxic,93.21333333333334,94.50450450450451,94.79389312977099,108.05426356589147,93.48648648648648,114.25,78.16867469879519,93.79710144927536,122.2280701754386,154.4848484848485,133.71428571428572,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Clc1ccc2c(c1Cl)Oc1c(Cl)cccc1O2,toxic,169.89473684210526,82.42857142857143,122.0952380952381,97.5,116.76470588235294,124.07142857142857,92.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,CN(C)C,toxic,46.285714285714285,108.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Clc1ccc2c(c1)oc1ccc(Cl)cc12,toxic,174.05405405405406,86.85714285714286,124.95081967213115,119.57142857142857,95.5,96.5,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
