,smiles,source,MW,standard_smiles
15013,OC1COC(OCC2OC(OC3=CC=CC=C3C=O)C(O)C(O)C2O)C(O)C1O,Food,416.3766,O=Cc1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O
15014,COC1=CC=CC(OC)=C1O,Food,154.1632,COc1cccc(OC)c1O
15015,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,Food,402.4792,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
15019,CC(C)CCOC=O,Food,116.1583,CC(C)CCOC=O
15020,CCC(=O)OCCC(C)C,Food,144.2114,CCC(=O)OCCC(C)C
15022,CCC(C)COC(C)=O,Food,130.1849,CCC(C)COC(C)=O
15024,CC1=CC=CC=C1,Food,92.1384,Cc1ccccc1
15025,CNC1=CC=CC=C1C(=O)OC,Food,165.1891,CNc1ccccc1C(=O)OC
15026,OC1=CC=CC=C1C=O,Food,122.1213,O=Cc1ccccc1O
15027,N#CCC1=CC=CC=C1,Food,117.1479,N#CCc1ccccc1
15028,COC(=O)C1=C(O)C=CC=C1,Food,152.1473,COC(=O)c1ccccc1O
15029,CC1(C)OC2=C(C=C1)C1=C(C=C2)C2COC3=C(C=CC(O)=C3)C2O1,Food,322.3545,CC1(C)C=Cc2c(ccc3c2OC2c4ccc(O)cc4OCC32)O1
15030,NC1=NC2=C(C=CC=C2)C=C1,Food,144.1732,Nc1ccc2ccccc2n1
15031,C1=CN=CC=N1,Food,80.088,c1cnccn1
15033,COC1=C(O)C=C2C(C(C)C(C)CC2=C1)C1=CC(OC)=C(O)C=C1,Food,328.4022,COc1cc(C2c3cc(O)c(OC)cc3CC(C)C2C)ccc1O
15034,COC1=C(O)C=CC(=C1)C1OC(C(C)C1C)C1=CC(OC)=C(O)C=C1,Food,344.4016,COc1cc(C2OC(c3ccc(O)c(OC)c3)C(C)C2C)ccc1O
15035,CC1=CC2=C(C(O)=C1)C(=O)C1=C(O)C=C(O)C3=C4C(O)=CC(O)=C5C(=O)C6=C(C=C(C)C=C6O)C(C2=C13)=C45,Food,506.4591,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)cc7c(c65)c(c2c1)c34
15036,CC1CCCCCCCCCCCCC(=O)C1,Food,238.4088,CC1CCCCCCCCCCCCC(=O)C1
15037,COC1=CC2=C(C(O)=C1CC=C(C)C)C(=O)C1=C(O)C=CC(O)=C1O2,Food,342.3426,COc1cc2oc3c(O)ccc(O)c3c(=O)c2c(O)c1CC=C(C)C
15038,COC1=C(CC=C(C)C)C(O)=CC2=C1CC(CO2)C1=C(O)C(CC=C(C)C)=C(O)C=C1,Food,424.5293,COc1c(CC=C(C)C)c(O)cc2c1CC(c1ccc(O)c(CC=C(C)C)c1O)CO2
15039,COC1=CC2=C(CC(CO2)C2=C(O)C(CC=C(C)C)=C(O)C=C2)C(OC)=C1CC=C(C)C,Food,438.5559,COc1cc2c(c(OC)c1CC=C(C)C)CC(c1ccc(O)c(CC=C(C)C)c1O)CO2
15041,CC(C)=CCC1=C(O)C2=C(OC3=C(O)C=CC(O)=C3C2=O)C=C1O,Food,328.316,CC(C)=CCc1c(O)cc2oc3c(O)ccc(O)c3c(=O)c2c1O
15043,CC1(C)OC2=C(C=C1)C1=C(CC(CO1)C1=C(O)C=C(O)C=C1)C=C2,Food,324.3704,CC1(C)C=Cc2c(ccc3c2OCC(c2ccc(O)cc2O)C3)O1
15053,CC(C)CN,Food,73.1368,CC(C)CN
15058,CC(C)CNC(C)=O,Food,115.1735,CC(=O)NCC(C)C
15061,CCOC(=O)COC1=CC=C(C)C=C1,Food,194.2271,CCOC(=O)COc1ccc(C)cc1
15062,CCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C#N,Food,393.3863,CCC(C)(C#N)OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O
15063,COC1CCC(=O)N1,Food,115.1305,COC1CCC(=O)N1
15064,COC1=NC(=O)C2=C(NC3=C2C=CC=C3)S1,Food,232.258,COc1nc(=O)c2c([nH]c3ccccc32)s1
15065,CCCCCCCCCC1=NNC=C1,Food,194.3165,CCCCCCCCCc1cc[nH]n1
15067,COC1=CC(=O)OC(C1)\C=C/C1=CC=CC=C1,Food,230.2592,COC1=CC(=O)OC(/C=C\c2ccccc2)C1
15068,CC(C)=CCC1=C2OCC(C(=O)C2=C(O)C=C1O)C1=C(O)C=C(O)C=C1,Food,356.3692,CC(C)=CCc1c(O)cc(O)c2c1OCC(c1ccc(O)cc1O)C2=O
15069,CC(C)=CCC1=C(O)C=CC2=C1OCC(C2=O)C1=C(O)C=C(O)C=C1,Food,340.3698,CC(C)=CCc1c(O)ccc2c1OCC(c1ccc(O)cc1O)C2=O
15071,CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C)C(OC2=CC=C(C=C2)\C=C/NC1=O)C(C)C,Food,500.6734,CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C)C(C(C)C)Oc2ccc(cc2)/C=C\NC1=O
15072,CC1=C2NC3=C(C=CC(O)=C3)C2=CC=N1,Food,198.2206,Cc1nccc2c1[nH]c1cc(O)ccc12
15073,COC1=C(OC)C(OC)=C2C(=O)C3=C(C=C(C)C(O)=C3OC)C(=O)C2=C1,Food,358.342,COc1cc2c(c(OC)c1OC)C(=O)c1c(cc(C)c(O)c1OC)C2=O
15074,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,Food,194.1825,CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
15075,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,Food,180.1559,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
15076,CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,Food,194.1825,CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
15077,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,Food,390.3393,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
15081,CN1C(=O)C(NC(C)=O)=C2SSC=C12,Food,228.291,CC(=O)Nc1c2sscc-2n(C)c1=O
15082,CNC1CC(N)C(O)C(OC2OC(CO)C(O)C3OC4(OC23)OC(C(N)CO)C(O)C(O)C4O)C1O,Food,527.5201,CNC1CC(N)C(O)C(OC2OC(CO)C(O)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC23)C1O
15083,COC1=C(C)OC(C)C1=O,Food,142.1525,COC1=C(C)OC(C)C1=O
15084,CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1OC2=CC=C3C=CC(=O)OC3=C2C1O,Food,424.3986,CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1Oc2ccc3ccc(=O)oc3c2C1O
15085,ClCC1CO1,Food,92.524,ClCC1CO1
15086,C\C=C\C=O,Food,70.0898,C/C=C/C=O
15088,CCCC(C)=O,Food,86.1323,CCCC(C)=O
15089,N#CCCC1=CC=CC=C1,Food,131.1745,N#CCCc1ccccc1
15090,CCCOC(C)=O,Food,102.1317,CCCOC(C)=O
15091,CCCS,Food,76.161,CCCS
15092,CCC(=O)OCC(C)C,Food,130.1849,CCC(=O)OCC(C)C
15093,C=CC1=CC=CC=C1,Food,104.1491,C=Cc1ccccc1
15094,COC1=CC=C(CO)C=C1,Food,138.1638,COc1ccc(CO)cc1
15095,OCC1OC(OC2=C3C(O)=CC=CC3=C(O)C=C2)C(O)C(O)C1O,Food,338.3093,OCC1OC(Oc2ccc(O)c3cccc(O)c23)C(O)C(O)C1O
15096,CC(=O)CCC(=O)C1=COC=C1,Food,166.1739,CC(=O)CCC(=O)c1ccoc1
15097,C1=CC=C2C=NC=CC2=C1,Food,129.1586,c1ccc2cnccc2c1
15098,CC(=O)OCC1=CC=CO1,Food,140.1366,CC(=O)OCc1ccco1
15099,COCC1=CC=CO1,Food,112.1265,COCc1ccco1
15100,CCCCCC(C)CCCC(C)CC(C)C\C(C)=C\COC(=O)CCC1C(C)C2=N\C\1=C1\CC(=O)C3=C1NC(\C=C1/N=C(/C=C4\N/C(=C\2)C(C)=C4C=C)C(C=O)=C1CC)=C3C,Food,827.1473,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C=O)=C6CC)c(C)c5C(=O)C4)C(CCC(=O)OC/C=C(\C)CC(C)CC(C)CCCC(C)CCCCC)C3C
15102,OC(=O)CCNC(=O)C1=CC=CC=C1,Food,193.1992,O=C(O)CCNC(=O)c1ccccc1
15103,OC(=O)CC(NC(=O)C1=CC=CC=C1)C(O)=O,Food,237.2087,O=C(O)CC(NC(=O)c1ccccc1)C(=O)O
15104,NC(CCCCC(O)=O)C(O)=O,Food,175.1824,NC(CCCCC(=O)O)C(=O)O
15107,COC1=CC2=C(C=CC(C)(C)O2)C2=C1C=CC(=O)O2,Food,258.2693,COc1cc2c(c3oc(=O)ccc13)C=CC(C)(C)O2
15108,[H][C@]12CO[C@H](C3=CC4=C(OCO4)C=C3)[C@@]1([H])CO[C@@H]2C1=CC2=C(OCO2)C=C1,Food,354.3533,c1cc2c(cc1[C@H]1OC[C@H]3[C@@H]1CO[C@@H]3c1ccc3c(c1)OCO3)OCO2
15109,CC1(C)OC2=C(C=C1)C1=C(C=CC(=O)O1)C=C2,Food,228.247,CC1(C)C=Cc2c(ccc3ccc(=O)oc23)O1
15110,OCC1OC(OCC2OC(OC3=C(O)C4=C5C(=C3)C(=O)OC3=C5C(=CC(O)=C3O)C(=O)O4)C(O)C(O)C2O)C(O)C(O)C1O,Food,626.4738,O=c1oc2c(O)c(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)cc3c(=O)oc4c(O)c(O)cc1c4c23
15111,OC(=O)CCN(=O)=O,Food,119.0761,O=C(O)CC[N+](=O)[O-]
15112,CC(C)(OO)OO,Food,108.0932,CC(C)(OO)OO
15115,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,Food,276.283,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
15116,COC1=CC2=C(C=C1CC=C(C)C)C1OC3=C(C=CC(O)=C3)C1(O)CO2,Food,354.3964,COc1cc2c(cc1CC=C(C)C)C1Oc3cc(O)ccc3C1(O)CO2
15118,NC(CCC(O)=NC1(O)CC1)C(O)=O,Food,202.2078,NC(CCC(O)=NC1(O)CC1)C(=O)O
15119,NC(CN1C=CC=N1)C(O)=O,Food,155.1546,NC(Cn1cccn1)C(=O)O
15121,CC(C)CC(=O)C1=C(O)C(CC=C(C)C)=C2OC(=O)C=C(C3=CC=CC=C3)C2=C1O,Food,406.4709,CC(C)=CCc1c(O)c(C(=O)CC(C)C)c(O)c2c(-c3ccccc3)cc(=O)oc12
15122,COC1=CC(=O)OC(\C=C\C2=CC=CC=C2)=C1,Food,228.2433,COc1cc(/C=C/c2ccccc2)oc(=O)c1
15123,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C4=C3C3=C2C1=C1C(C)=CC(O)=C2C(=O)C5=C(O)C=C(O)C4=C5C3=C12,Food,504.4432,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65
15124,O=C1OC2=CC3=C(C=CO3)C=C2C=C1,Food,186.166,O=c1ccc2cc3ccoc3cc2o1
15125,N#CSCC1=CC=CC=C1,Food,149.213,N#CSCc1ccccc1
15126,CCCC(=O)C1=C(O)C(CC=C(C)C)=C2OC(=O)C=C(CCC)C2=C1O,Food,358.4281,CCCC(=O)c1c(O)c(CC=C(C)C)c2oc(=O)cc(CCC)c2c1O
15127,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)NC2=O,Food,210.277,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C1=O
15128,CCC\C=C1\OC(=O)C2=C1CCC=C2,Food,190.2384,CCC/C=C1/OC(=O)C2=C1CCC=C2
15129,COC1=CC=C(C=C1)C1=C(OC)C(=O)C2=CC(OC)=C(OC)C(OC)=C2O1,Food,372.3686,COc1ccc(-c2oc3c(OC)c(OC)c(OC)cc3c(=O)c2OC)cc1
15130,COC1=CC(CCCO)=CC2=C1OC(=C2)C1=CC2=C(OCO2)C=C1,Food,326.3432,COc1cc(CCCO)cc2cc(-c3ccc4c(c3)OCO4)oc12
15131,COC1=CC(CCCOC2OC(CO)C(O)C(O)C2O)=CC2=C1OC(=C2)C1=CC2=C(OCO2)C=C1,Food,488.4838,COc1cc(CCCOC2OC(CO)C(O)C(O)C2O)cc2cc(-c3ccc4c(c3)OCO4)oc12
15132,COC1=CC(CCCOC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)=CC2=C1OC(=C2)C1=CC2=C(OCO2)C=C1,Food,650.6244,COc1cc(CCCOC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)cc2cc(-c3ccc4c(c3)OCO4)oc12
15133,CCCCCCCCCCCCCCCCCCCCCCCC,Food,338.6538,CCCCCCCCCCCCCCCCCCCCCCCC
15135,CCCCCCCCCCCCC,Food,184.3614,CCCCCCCCCCCCC
15139,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,Food,408.7867,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC
15140,CCCCCCCCCCCCCCCCCCC,Food,268.5209,CCCCCCCCCCCCCCCCCCC
15142,O=C1C2=CC=CC=C2C2=NC=CC3=C2C1=NC=C3,Food,232.2368,O=C1c2ccccc2-c2nccc3ccnc1c23
15143,CC1N(C)CCC2=C1NC1=C2C=CC(O)=C1,Food,216.2789,CC1c2[nH]c3cc(O)ccc3c2CCN1C
15145,C\C=C/C#CC#CC#C\C=C\C=C,Food,166.2185,C=C/C=C/C#CC#CC#C/C=C\C
15149,OC1OCC=C2OC(=O)C=C12,Food,154.1201,O=C1C=C2C(=CCOC2O)O1
15150,C=CCCCN=C=S,Food,127.207,C=CCCCN=C=S
15151,C1CCNCC1,Food,85.1475,C1CCNCC1
15153,CON1C(=O)C2(CN=C(SC)S2)C2=CC=CC=C12,Food,280.366,CON1C(=O)C2(CN=C(SC)S2)c2ccccc21
15160,COC1=C(O)C(O)=C2C(=O)C(C(C)=O)=C(C)C(O)=C2C1=O,Food,292.2409,COC1=C(O)C(O)=C2C(=O)C(C(C)=O)=C(C)C(O)=C2C1=O
15161,[H][C@]1(C2=C(C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC=C2)C(=O)C2=C1C=C(C=C2O)C(O)=O)[C@@]1([H])C2=C(C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)C(O)=O)=CC=C2)C(=O)C2=C1C=C(C=C2O)C(O)=O,Food,934.7587,O=C(O)C(=O)O[C@H]1[C@H](Oc2cccc3c2C(=O)c2c(O)cc(C(=O)O)cc2[C@H]3[C@H]2c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc32)O[C@H](CO)[C@@H](O)[C@@H]1O
15162,COC1=C2OC=CC2=C(OC)C2=C1OC(=O)C=C2,Food,246.218,COc1c2ccoc2c(OC)c2oc(=O)ccc12
15163,OCC1OC(OC2=C(O)C=C(\C=C\C(O)=O)C=C2)C(O)C(O)C1O,Food,342.298,O=C(O)/C=C/c1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1
15164,COC1=C(C2=C(C(O)=C1)C(=O)C1=C(O)C=C(C)C(O)=C1C2=O)C1=C(OC)C=C(O)C2=C1C(=O)C1=C(O)C(C)=CC(O)=C1C2=O,Food,598.5099,COc1cc(O)c2c(c1-c1c(OC)cc(O)c3c1C(=O)c1c(O)c(C)cc(O)c1C3=O)C(=O)c1c(O)c(C)cc(O)c1C2=O
15165,COC1=C(OC)C=C(\C=C\C(O)=O)C=C1,Food,208.2106,COc1ccc(/C=C/C(=O)O)cc1OC
15166,[H][C@]1(C2=C(C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC=C2)C(=O)C2=C1C=C(C=C2O)C(O)=O)[C@]1([H])C2=C(C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC=C2)C(=O)C2=C1C=C(C=C2O)C(O)=O,Food,862.7391,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O
15167,OCC1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2C1C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(C=C2O)C(O)=O,Food,524.4744,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(CO)cc31)c1cccc(O)c1C2=O
15168,CN1C2=CC=CC=C2C(=O)C2=C1C1=C(OC=C1)C=C2O,Food,265.2634,Cn1c2ccccc2c(=O)c2c(O)cc3occc3c21
15170,NC(CN1OC(=O)C=C1)C(O)=O,Food,172.1387,NC(Cn1ccc(=O)o1)C(=O)O
15171,NC(CSCC=C)C(O)=O,Food,161.222,C=CCSCC(N)C(=O)O
15172,CCCSCC(N)C(O)=O,Food,163.238,CCCSCC(N)C(=O)O
15173,NC(CC(O)CNC(N)=N)C(O)=O,Food,190.2004,N=C(N)NCC(O)CC(N)C(=O)O
15182,COC1=CC(=O)C(OC)=CC1=O,Food,168.1467,COC1=CC(=O)C(OC)=CC1=O
15190,COC1=C(O)C=C2OC(=O)C=CC2=C1,Food,192.17,COc1cc2ccc(=O)oc2cc1O
15191,COC1=C(OC(C)=O)C=C2OC(=O)C=CC2=C1,Food,234.2048,COc1cc2ccc(=O)oc2cc1OC(C)=O
15193,CC12OC(=O)C3(O)CCC4C(CC(O)C56OOC(C=C5)C(=O)C46C)C45OC13C(C4=O)C1(C)CC2OC(=O)C1CO5,Food,558.5306,CC12CC3OC(=O)C1COC14OC5(C2C1=O)C(O)(CCC1C4CC(O)C24C=CC(OO2)C(=O)C14C)C(=O)OC35C
15196,OC(=O)C(=C1/OC(=O)C(=C1O)C1=CC2=C3C(OC(=O)C3=C1)=C(O)C=C2C1=C(O)\C(OC1=O)=C(\C(O)=O)C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,Food,678.5084,O=C1O/C(=C(\C(=O)O)c2ccc(O)cc2)C(O)=C1c1cc2c3c(c(O)cc(C4=C(O)/C(=C(/C(=O)O)c5ccc(O)cc5)OC4=O)c3c1)OC2=O
15198,CC(C)=CCC1=C2OC34C5CC(C=C3C(=O)C2=C(O)C2=C1OC(C)(C)C=C2)C(=O)C4(C\C=C(\C)CO)OC5(C)C,Food,546.6506,CC(C)=CCc1c2c(c(O)c3c1OC14C(=CC5CC1C(C)(C)OC4(C/C=C(/C)CO)C5=O)C3=O)C=CC(C)(C)O2
15201,OCC1=CC=C(O1)C=O,Food,126.11,O=Cc1ccc(CO)o1
15204,OC[C@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@H]1O,Food,480.3757,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
15205,OCC1OC(OC2=CC(=CC(O)=C2O)C2=C(O)C(=O)C3=C(O)C=C(O)C=C3O2)C(O)C(O)C1O,Food,480.3757,O=c1c(O)c(-c2cc(O)c(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)cc(O)c12
15206,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,Food,464.3763,CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O
15209,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,Food,325.3569,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23
15210,CN1C(=O)C(=O)C2=CC3=C(OCO3)C3=C2C1=CC1=CC=CC=C31,Food,305.2842,CN1C(=O)C(=O)c2cc3c(c4c2c1cc1ccccc14)OCO3
15211,CCNC(=O)CC[C@H](N)C(O)=O,Food,174.1977,CCNC(=O)CC[C@H](N)C(=O)O
15212,CSCC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O,Food,278.32,CSCC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O
15213,OC(=O)C1=CC(O)=CN1,Food,127.0981,O=C(O)c1cc(O)c[nH]1
15215,CSCCCN=C=S,Food,147.262,CSCCCN=C=S
15216,O=C(\C=C\C=C\C=C\C1=CC2=C(OCO2)C=C1)N1CCCCC1,Food,311.3749,O=C(/C=C/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
15217,CC1=CCCC(O)C1,Food,112.1696,CC1=CCCC(O)C1
15218,CCC(C)CCCCCCCCCCCCC(=O)N1CCCC1,Food,323.5563,CCC(C)CCCCCCCCCCCCC(=O)N1CCCC1
15221,CC(C)=CCOC1=C2OC(=O)C=CC2=CC2=C1OC=C2,Food,270.28,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12
15223,CC(O)C1=CC=C(C)C=C1,Food,136.191,Cc1ccc(C(C)O)cc1
15238,CCCSS(=O)CCC,Food,166.305,CCCSS(=O)CCC
15239,C=CCSS\C=C/CS(=O)(=O)CC=C,Food,250.401,C=CCSS/C=C\CS(=O)(=O)CC=C
15240,CC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O,Food,756.6587,CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O
15246,COC12CC=CC(=O)C1(C)C1CCC3(O)C(=O)OC4(C)C5CC6(C)C7C(=O)C(OC347)(OCC6C(=O)O5)C1CC2O,Food,558.5737,COC12CC=CC(=O)C1(C)C1CCC3(O)C(=O)OC4(C)C5CC6(C)C(COC7(OC34C6C7=O)C1CC2O)C(=O)O5
15248,OCC1OC(OC2=CC=CC3=C2C(=O)C2=C(C=C(CO)C=C2OC2OC(CO)C(O)C(O)C2O)C3=O)C(O)C(O)C1O,Food,594.5181,O=C1c2cccc(OC3OC(CO)C(O)C(O)C3O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cc(CO)cc21
15249,OCC1OC(OCC2=CC3=C(C(O)=C2)C(=O)C2=C(C=CC=C2O)C3=O)C(O)C(O)C1O,Food,432.3775,O=C1c2cccc(O)c2C(=O)c2c(O)cc(COC3OC(CO)C(O)C(O)C3O)cc21
15253,CC1=CC2=C(C=C1O)C(=O)C1=C(O)C=CC(O)=C1C2=O,Food,270.2369,Cc1cc2c(cc1O)C(=O)c1c(O)ccc(O)c1C2=O
15254,OCC1OC(C(O)C(O)C1O)C1=C(O)C2=C(OC3=C(C=C(O)C(O)=C3)C2=O)C=C1O,Food,422.3396,O=c1c2cc(O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12
15255,CC1(C)OC2=C(C=C1)C(O)=C(C=C2)C1COC2=C(C1)C=CC(O)=C2,Food,324.3704,CC1(C)C=Cc2c(ccc(C3COc4cc(O)ccc4C3)c2O)O1
15256,COC1=C(C=CC2=C1C=COC2(C)C)C1COC2=C(C1)C=CC(O)=C2,Food,338.397,COc1c(C2COc3cc(O)ccc3C2)ccc2c1C=COC2(C)C
15257,O=C1NSC2=CC=CC=C12,Food,151.186,O=c1[nH]sc2ccccc12
15258,COC1=C(O)C(O)=C(C=C1)C1COC2=C(C1)C=CC1=C2C=CC(C)(C)O1,Food,354.3964,COc1ccc(C2COc3c(ccc4c3C=CC(C)(C)O4)C2)c(O)c1O
15260,CSSSCC=C,Food,152.301,C=CCSSSC
15269,CCC(C)SSC\C=C\SC,Food,208.408,CCC(C)SSC/C=C/SC
15270,CCC(C)SS\C=C\C,Food,162.316,C/C=C/SSC(C)CC
15275,CC1(C)CO1,Food,72.1057,CC1(C)CO1
15277,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(CN1C2=C(C=C(C)C(C)=C2)N=C2C(=O)NC(=O)N=C12)OC(=O)CCC,Food,656.7233,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC
15279,COC1=CC(O)=C(C(=O)CCC2=CC=CC=C2)C(O)=C1,Food,272.2958,COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1
15280,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C,Food,394.4172,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
15281,C1=CC=C(C=C1)C1=CC=CC=C1,Food,154.2078,c1ccc(-c2ccccc2)cc1
15282,CC(=C)C(O)COC1=C2C=COC2=CC2=C1C=CC(=O)O2,Food,286.2794,C=C(C)C(O)COc1c2ccoc2cc2oc(=O)ccc12
15284,CCC(SC)SS\C=C\C,Food,194.381,C/C=C/SSC(CC)SC
15285,CNC(C(C)C)C(=O)NC1C(OC2=CC=C(C=C2)\C=C/NC(=O)C(CC2=CNC3=CC=CC=C23)NC1=O)C(C)C,Food,545.6725,CNC(C(=O)NC1C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N/C=C\c2ccc(cc2)OC1C(C)C)C(C)C
15286,NC(C1CC1C(O)=O)C(O)=O,Food,159.14,NC(C(=O)O)C1CC1C(=O)O
15287,COC1=CC(O)=CC2=C1C(=O)C1=C(C=C(CO)C=C1O)C2=O,Food,300.2629,COc1cc(O)cc2c1C(=O)c1c(O)cc(CO)cc1C2=O
15288,OCC1=CC2=C(C(O)=C1)C(=O)C1=C(C=C(O)C=C1O)C2=O,Food,286.2363,O=C1c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21
15289,OC1=C2C(=O)C=C(OC2=CC2=C1OCO2)C1=CC=CC=C1,Food,282.2476,O=c1cc(-c2ccccc2)oc2cc3c(c(O)c12)OCO3
15290,O(C1=CC=CC=C1)C1=CC=CC=C1,Food,170.2072,c1ccc(Oc2ccccc2)cc1
15291,CC1OC(OC2C(OC3=CC=C(C=C)C=C3)OC(CO)C(O)C2O)C(O)C(O)C1O,Food,428.4303,C=Cc1ccc(OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)cc1
15292,CSC1=CC=CC=C1,Food,124.203,CSc1ccccc1
15293,OC1=CC=C(C=C1)C1=C2C(=O)C(O)=CC3=CC=CC(C=C1)=C23,Food,288.2968,O=C1C(O)=Cc2cccc3ccc(-c4ccc(O)cc4)c1c23
